,Unnamed: 0,source_text,target_text,generated
140,15904,"She goes into the warm bath to-morrow , and for the rest of the week , you know",", we are engaged . ''",", she will be in bed."
141,17257,"If I had such a memory as Benwick , I could bring you fifty quotations in a moment on my side the argument , and I do not think I ever opened a book in my",life which had not something to say upon woman 's inconstancy ., mind to find a quotation so utterly incomprehensible.
142,1857,"Mamma says I am never within. ” “ At any rate , however , I am pleased that you",have learnt to love a hyacinth ., have been so much in love with her.
143,682,"You will allow all this ? ” “ Yes , to be sure , as you state it , all this sounds very well",; but still they are so very different .," to me, and I will not be ashamed of it."
144,2280,"And it all ended , at last , in his telling Henry one morning that when he next went to Woodston , they would take him by surprise there some","day or other , and eat their mutton with him ."," day, and give him a letter, if he did not."
145,8869,"`` My dear Mr. Bennet , you must not expect such girls to have the sense of their father and mother. -- When they get to our age I dare say they",will not think about officers any more than we do ., will be able to feel the same as their father and mother. ''
146,13472,"The rest of his letter is only about his dear Charlotte 's situation , and his",expectation of a young olive-branch ., own feelings towards her.
147,20462,"The chain will agree with William 's cross beyond all comparison better than the necklace. ” “ For one night , Fanny , for only one night , if it _be_ a sacrifice ; I am sure you will , upon consideration , make that",sacrifice rather than give pain to one who has been so studious of your comfort .," _you_ must have a sacrifice, ” said Mary, smiling "
148,21718,"Fanny naturally turned upstairs , and took her guest to the apartment which was now always fit for comfortable use ; opening the door , however , with a most aching heart , and feeling that she had a",more distressing scene before her than ever that spot had yet witnessed .," very good chance of entering the house, and being able to enter the house with "
149,24979,"Colonel Fitzwilliam hardly knew how he got away , what his three friends thought of him , or what General Stuart , whom he had met outside the lobby ,",could comprehend of his excuses for his abrupt departure .," had done for him, or what he had done for him."
150,26544,"Mary started and changed her position , and Elizabeth , though not looking directly at her , could perceive a variety",of expressions pass across her face .," of emotions, and a slight agitation of mind."
151,31930,"“ Yes , yes , pray pass _me_ , ” added her husband , with a sort of sneering consciousness ; “ _I_ have nothing to say that can","entertain Miss Woodhouse , or any other young lady ."," be done, but I can do it myself."
152,33040,"I always deserve the best treatment , because I never put up with any other ; and , therefore , you must","give me a plain , direct answer ."," be my first choice, '' said Elizabeth."
153,35161,"that would be terrible , indeed , '' said Miss Steele -- `` Dear little soul , how",I do love her ! '', you are! ''
154,5349,"To-night I might have been at the play ; Henry had kindly planned our going together to the Lyceum , but I have a cold which I should not like to make worse","before Saturday , so I stay within all this day .",", and I have not a fever, but a cold which I would like"
155,18831,"Listening and wondering were all suspended for a time , for Mr. Bertram was in the room again ; and though feeling it would be a great honour to be","asked by him , she thought it must happen ."," in the room again, he was not alone."
